,link,metro,price_meter,index,desc,price,address,pub_datetime
1429,https://www.cian.ru/rent/flat/215318239/,Ховрино,Комм.платеживключены(безсчётчиков),1428,"1-комн. кв., 40 м², 17/17 этаж",23000/мес.,"Москва, ЗелАО, р-н Крюково, м. Ховрино, Зеленоград, мкр. 15-й, к1507",2020-03-12 14:04:00
1301,https://www.cian.ru/rent/flat/227635382/,Ботанический сад,Комм.платеживключены(безсчётчиков),1300,"1-комн. кв., 40 м², 11/17 этаж",36800/мес.,"Москва, СВАО, р-н Свиблово, м. Ботанический сад, Ивовая улица, 6к1",2020-03-12 14:33:00
1357,https://www.cian.ru/rent/flat/227389588/,ВДНХ,Комм.платеживключены(безсчётчиков),1356,"1-комн. кв., 38 м², 5/8 этаж",50000/мес.,"Москва, СВАО, р-н Алексеевский, м. ВДНХ, Маломосковская улица, 2К1",2020-03-12 14:46:00
1161,https://www.cian.ru/rent/flat/227636838/,ВДНХ,Комм.платеживключены(безсчётчиков),1160,"1-комн. кв., 35 м², 8/9 этаж",42999/мес.,"Москва, СВАО, р-н Ростокино, м. ВДНХ, Будайский проезд, 2",2020-03-12 15:01:00
1138,https://www.cian.ru/rent/flat/227002060/,Рязанский проспект,Комм.платеживключены(безсчётчиков),1137,"1-комн. кв., 20 м², 2/15 этаж",30000/мес.,"Москва, ЮВАО, р-н Рязанский, м. Рязанский проспект, улица Федора Полетаева, 15А",2020-03-12 15:13:00
1316,https://www.cian.ru/rent/flat/227638600/,Коломенская,Комм.платеживключены(безсчётчиков),1315,"1-комн. кв., 35 м², 6/9 этаж",38000/мес.,"Москва, ЮАО, р-н Нагатино-Садовники, м. Коломенская, проспект Андропова, 50к1",2020-03-12 15:15:00
1234,https://www.cian.ru/rent/flat/227433492/,Жулебино,Комм.платеживключены(безсчётчиков),1233,"1-комн. кв., 42 м², 5/12 этаж",30000/мес.,"Москва, ЮВАО, р-н Выхино-Жулебино, м. Жулебино, Привольная улица, 73К1",2020-03-12 15:17:00
1129,https://www.cian.ru/rent/flat/227641333/,Домодедовская,Комм.платеживключены(безсчётчиков),1128,"1-комн. кв., 20 м², 13/25 этаж",27000/мес.,"Москва, ЮАО, р-н Орехово-Борисово Южное, м. Домодедовская, Ясеневая улица, 12к1",2020-03-12 16:06:00
1233,https://www.cian.ru/rent/flat/227641556/,Кунцевская,Комм.платеживключены(безсчётчиков),1232,"1-комн. кв., 39 м², 11/16 этаж",30000/мес.,"Москва, ЗАО, р-н Можайский, м. Кунцевская, Беловежская улица, 37",2020-03-12 16:10:00
1232,https://www.cian.ru/rent/flat/227641768/,Коломенская,Комм.платеживключены(безсчётчиков),1231,"1-комн. кв., 35 м², 2/5 этаж",30000/мес.,"Москва, ЮАО, р-н Нагатинский затон, м. Коломенская, Затонная улица, 9К3",2020-03-12 16:16:00
1261,https://www.cian.ru/rent/flat/155088099/,Отрадное,Комм.платеживключены(безсчётчиков),1260,"1-комн. кв., 35 м², 16/17 этаж",33000/мес.,"Москва, СВАО, р-н Отрадное, м. Отрадное, Отрадная улица, 12",2020-03-12 16:34:00
1398,https://www.cian.ru/rent/flat/227644621/,Ольховая,Комм.платеживключены(безсчётчиков),1397,"1-комн. кв., 42 м², 5/25 этаж",15000/мес.,"Москва, НАО (Новомосковский), м. Ольховая, пос. Коммунарка, улица Бачуринская, 11",2020-03-12 17:04:00
1132,https://www.cian.ru/rent/flat/192980934/,Улица Горчакова,Комм.платеживключены(безсчётчиков),1131,"1-комн. кв., 39 м², 2/12 этаж",28000/мес.,"Москва, ЮЗАО, р-н Южное Бутово, м. Улица Горчакова, Чечерский проезд, 24К2",2020-03-12 17:14:00
1319,https://www.cian.ru/rent/flat/227647328/,Бульвар Дмитрия Донского,Комм.платеживключены(безсчётчиков),1318,"1-комн. кв., 37 м², 3/17 этаж",39000/мес.,"Москва, ЮЗАО, р-н Северное Бутово, м. Бульвар Дмитрия Донского, Старокачаловская улица, 3К1",2020-03-12 17:31:00
1428,https://www.cian.ru/rent/flat/227473058/,None,Комм.платеживключены(безсчётчиков),1427,"1-комн. кв., 40 м², 4/17 этаж",23000/мес.,"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 14-й, к1412",2020-03-12 17:45:00
1427,https://www.cian.ru/rent/flat/222778644/,None,Комм.платеживключены(безсчётчиков),1426,"1-комн. кв., 36 м², 7/12 этаж",23000/мес.,"Москва, НАО (Новомосковский), Кокошкино дп, улица Дзержинского, 2",2020-03-12 18:20:00
1243,https://www.cian.ru/rent/flat/201898283/,Молодежная,Комм.платеживключены(безсчётчиков),1242,"1-комн. кв., 38 м², 2/5 этаж",30000/мес.,"Москва, ЗАО, р-н Можайский, м. Молодежная, улица Гришина, 21К4",2020-03-12 19:26:00
1247,https://www.cian.ru/rent/flat/227436717/,Улица Академика Янгеля,Комм.платеживключены(безсчётчиков),1246,"1-комн. кв., 38,9 м², 2/9 этаж",31000/мес.,"Москва, ЮАО, р-н Чертаново Южное, м. Улица Академика Янгеля, Россошанская улица, 2К2",2020-03-12 19:57:00
1210,https://www.cian.ru/rent/flat/227516004/,Сходненская,Комм.платеживключены(безсчётчиков),1209,"1-комн. кв., 33 м², 8/9 этаж",29000/мес.,"Москва, СЗАО, р-н Южное Тушино, м. Сходненская, Лодочная улица, 9С2",2020-03-12 20:42:00
1444,https://www.cian.ru/rent/flat/226525193/,Некрасовка,Комм.платеживключены(безсчётчиков),1443,"1-комн. кв., 48 м², 14/17 этаж",24000/мес.,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Вертолетчиков, 5к1",2020-03-12 20:59:00
1083,https://www.cian.ru/rent/flat/226708047/,Волоколамская,Комм.платеживключены(безсчётчиков),1082,"1-комн. кв., 40,1 м², 25/25 этаж",45000/мес.,"Москва, СЗАО, р-н Митино, м. Волоколамская, Пятницкое шоссе, 15к3",2020-03-12 21:23:00
1405,https://www.cian.ru/rent/flat/226269201/,None,Комм.платеживключены(безсчётчиков),1404,"1-комн. кв., 38 м², 10/10 этаж",22000/мес.,"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 15-й, к1521",2020-03-12 22:02:00
1291,https://www.cian.ru/rent/flat/221891846/,Новые Черемушки,Комм.платеживключены(безсчётчиков),1290,"1-комн. кв., 35 м², 5/9 этаж",35000/мес.,"Москва, ЮЗАО, р-н Ломоносовский, м. Новые Черемушки, улица Гарибальди, 4К5",2020-03-13 00:02:00
1242,https://www.cian.ru/rent/flat/227440614/,None,Комм.платеживключены(безсчётчиков),1241,"1-комн. кв., 39 м², 5/12 этаж",30000/мес.,"Москва, ЮАО, р-н Бирюлево Восточное, Загорьевский проезд, 3К3",2020-03-13 00:25:00
1374,https://www.cian.ru/rent/flat/227266740/,Сокол,Комм.платеживключены(безсчётчиков),1373,"1-комн. кв., 50 м², 2/14 этаж",58000/мес.,"Москва, САО, р-н Аэропорт, м. Сокол, улица Усиевича, 29К1",2020-03-13 00:46:00
1290,https://www.cian.ru/rent/flat/227667443/,Лухмановская,Комм.платеживключены(безсчётчиков),1289,"1-комн. кв., 42 м², 16/24 этаж",35000/мес.,"Москва, ВАО, р-н Косино-Ухтомский, м. Лухмановская, Лухмановская улица, 32",2020-03-13 01:28:00
1306,https://www.cian.ru/rent/flat/227429807/,Перово,Комм.платеживключены(безсчётчиков),1305,"1-комн. кв., 42 м², 10/15 этаж",37000/мес.,"Москва, ВАО, р-н Новогиреево, м. Перово, Перовская улица, 66к4",2020-03-13 01:46:00
1315,https://www.cian.ru/rent/flat/227430231/,Сходненская,Комм.платеживключены(безсчётчиков),1314,"1-комн. кв., 43 м², 6/10 этаж",38000/мес.,"Москва, СЗАО, р-н Северное Тушино, м. Сходненская, улица Героев Панфиловцев, 4",2020-03-13 01:55:00
1385,https://www.cian.ru/rent/flat/227668126/,Новокузнецкая,Комм.платеживключены(безсчётчиков),1384,"1-комн. кв., 48 м², 3/6 этаж",65000/мес.,"Москва, ЦАО, р-н Замоскворечье, м. Новокузнецкая, Большой Овчинниковский переулок, 24С1",2020-03-13 01:56:00
1137,https://www.cian.ru/rent/flat/227670110/,Царицыно,Комм.платеживключены(безсчётчиков),1136,"1-комн. кв., 39 м², 9/12 этаж",30000/мес.,"Москва, ЮАО, р-н Бирюлево Восточное, м. Царицыно, Лебедянская улица, 30",2020-03-13 02:44:00
1177,https://www.cian.ru/rent/flat/227682896/,Первомайская,Комм.платеживключены(безсчётчиков),1176,"1-комн. кв., 39 м², 5/12 этаж",22000/мес.,"Москва, ВАО, р-н Ивановское, м. Первомайская, улица Чечулина, 14",2020-03-13 07:35:00
1144,https://www.cian.ru/rent/flat/226928825/,Преображенская площадь,Комм.платеживключены(безсчётчиков),1143,"1-комн. кв., 39 м², 8/16 этаж",34000/мес.,"Москва, ВАО, р-н Богородское, м. Преображенская площадь, Краснобогатырская улица, вл79",2020-03-13 08:19:00
